report_id,entity_type,entity_value,analytical_relevance
TRN01889,domain,node-1889-sync.example,Possible C2/phishing infrastructure domain
TRN01896,ipv4,198.51.100.137,Possible C2 or scanning source/destination address
TRN01896,domain,node-1896-sync.example,Possible C2/phishing infrastructure domain
TRN01896,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN01897,ipv4,198.51.100.138,Possible C2 or scanning source/destination address
TRN01897,domain,node-1897-sync.example,Possible C2/phishing infrastructure domain
TRN01897,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN01898,ipv4,198.51.100.139,Possible C2 or scanning source/destination address
TRN01898,domain,node-1898-sync.example,Possible C2/phishing infrastructure domain
TRN01902,ipv4,198.51.100.143,Possible C2 or scanning source/destination address
TRN01902,domain,node-1902-sync.example,Possible C2/phishing infrastructure domain
TRN01906,ipv4,198.51.100.147,Possible C2 or scanning source/destination address
TRN01906,domain,node-1906-sync.example,Possible C2/phishing infrastructure domain
TRN01907,ipv4,198.51.100.148,Possible C2 or scanning source/destination address
TRN01907,domain,node-1907-sync.example,Possible C2/phishing infrastructure domain
TRN01909,ipv4,198.51.100.150,Possible C2 or scanning source/destination address
TRN01909,domain,node-1909-sync.example,Possible C2/phishing infrastructure domain
TRN01910,ipv4,198.51.100.151,Possible C2 or scanning source/destination address
TRN01910,domain,node-1910-sync.example,Possible C2/phishing infrastructure domain
TRN01910,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01913,ipv4,198.51.100.154,Possible C2 or scanning source/destination address
TRN01913,domain,node-1913-sync.example,Possible C2/phishing infrastructure domain
TRN01913,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01914,ipv4,198.51.100.155,Possible C2 or scanning source/destination address
TRN01914,domain,node-1914-sync.example,Possible C2/phishing infrastructure domain
TRN01917,ipv4,198.51.100.158,Possible C2 or scanning source/destination address
TRN01917,domain,node-1917-sync.example,Possible C2/phishing infrastructure domain
TRN01921,ipv4,198.51.100.162,Possible C2 or scanning source/destination address
TRN01921,domain,node-1921-sync.example,Possible C2/phishing infrastructure domain
TRN01921,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01922,ipv4,198.51.100.163,Possible C2 or scanning source/destination address
TRN01922,domain,node-1922-sync.example,Possible C2/phishing infrastructure domain
TRN01922,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN01922,malware,Dustrat,Named actor/malware associated with energy-sector targeting
TRN01924,ipv4,198.51.100.165,Possible C2 or scanning source/destination address
TRN01924,domain,node-1924-sync.example,Possible C2/phishing infrastructure domain
TRN01927,ipv4,198.51.100.168,Possible C2 or scanning source/destination address
TRN01927,domain,node-1927-sync.example,Possible C2/phishing infrastructure domain
TRN01928,ipv4,198.51.100.169,Possible C2 or scanning source/destination address
TRN01928,domain,node-1928-sync.example,Possible C2/phishing infrastructure domain
TRN01932,ipv4,198.51.100.173,Possible C2 or scanning source/destination address
TRN01932,domain,node-1932-sync.example,Possible C2/phishing infrastructure domain
TRN01938,ipv4,198.51.100.179,Possible C2 or scanning source/destination address
TRN01938,domain,node-1938-sync.example,Possible C2/phishing infrastructure domain
TRN01944,ipv4,198.51.100.185,Possible C2 or scanning source/destination address
TRN01944,domain,node-1944-sync.example,Possible C2/phishing infrastructure domain
TRN01946,ipv4,198.51.100.187,Possible C2 or scanning source/destination address
TRN01946,domain,node-1946-sync.example,Possible C2/phishing infrastructure domain
TRN01948,ipv4,198.51.100.189,Possible C2 or scanning source/destination address
TRN01948,domain,node-1948-sync.example,Possible C2/phishing infrastructure domain
TRN01952,ipv4,198.51.100.193,Possible C2 or scanning source/destination address
TRN01952,domain,node-1952-sync.example,Possible C2/phishing infrastructure domain
TRN01955,ipv4,198.51.100.196,Possible C2 or scanning source/destination address
TRN01955,domain,node-1955-sync.example,Possible C2/phishing infrastructure domain
TRN01957,ipv4,198.51.100.198,Possible C2 or scanning source/destination address
TRN01957,domain,node-1957-sync.example,Possible C2/phishing infrastructure domain
TRN01959,ipv4,198.51.100.200,Possible C2 or scanning source/destination address
TRN01959,domain,node-1959-sync.example,Possible C2/phishing infrastructure domain
TRN01961,ipv4,198.51.100.202,Possible C2 or scanning source/destination address
TRN01961,domain,node-1961-sync.example,Possible C2/phishing infrastructure domain
TRN01962,ipv4,198.51.100.203,Possible C2 or scanning source/destination address
TRN01962,domain,node-1962-sync.example,Possible C2/phishing infrastructure domain
TRN01962,malware,Dustrat,Named actor/malware associated with energy-sector targeting
TRN01963,ipv4,198.51.100.204,Possible C2 or scanning source/destination address
TRN01963,domain,node-1963-sync.example,Possible C2/phishing infrastructure domain
TRN01965,ipv4,198.51.100.206,Possible C2 or scanning source/destination address
TRN01965,domain,node-1965-sync.example,Possible C2/phishing infrastructure domain
TRN01965,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01966,ipv4,198.51.100.207,Possible C2 or scanning source/destination address
TRN01966,domain,node-1966-sync.example,Possible C2/phishing infrastructure domain
TRN01968,ipv4,198.51.100.209,Possible C2 or scanning source/destination address
TRN01968,domain,node-1968-sync.example,Possible C2/phishing infrastructure domain
TRN01969,ipv4,198.51.100.210,Possible C2 or scanning source/destination address
TRN01969,domain,node-1969-sync.example,Possible C2/phishing infrastructure domain
TRN01969,malware,Dustrat,Named actor/malware associated with energy-sector targeting
TRN01971,ipv4,198.51.100.212,Possible C2 or scanning source/destination address
TRN01971,domain,node-1971-sync.example,Possible C2/phishing infrastructure domain
TRN01979,ipv4,198.51.100.220,Possible C2 or scanning source/destination address
TRN01979,domain,node-1979-sync.example,Possible C2/phishing infrastructure domain
TRN01983,ipv4,198.51.100.4,Possible C2 or scanning source/destination address
TRN01983,domain,node-1983-sync.example,Possible C2/phishing infrastructure domain
TRN01984,ipv4,198.51.100.5,Possible C2 or scanning source/destination address
TRN01984,domain,node-1984-sync.example,Possible C2/phishing infrastructure domain
TRN01986,ipv4,198.51.100.7,Possible C2 or scanning source/destination address
TRN01986,domain,node-1986-sync.example,Possible C2/phishing infrastructure domain
TRN01986,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN01990,ipv4,198.51.100.11,Possible C2 or scanning source/destination address
TRN01990,domain,node-1990-sync.example,Possible C2/phishing infrastructure domain
TRN01990,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01991,ipv4,198.51.100.12,Possible C2 or scanning source/destination address
TRN01991,domain,node-1991-sync.example,Possible C2/phishing infrastructure domain
TRN01992,ipv4,198.51.100.13,Possible C2 or scanning source/destination address
TRN01992,domain,node-1992-sync.example,Possible C2/phishing infrastructure domain
TRN01996,ipv4,198.51.100.17,Possible C2 or scanning source/destination address
TRN01996,domain,node-1996-sync.example,Possible C2/phishing infrastructure domain
TRN03002,ipv4,198.51.100.143,Possible C2 or scanning source/destination address
TRN03002,domain,node-3002-sync.example,Possible C2/phishing infrastructure domain
TRN03002,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN03003,ipv4,198.51.100.144,Possible C2 or scanning source/destination address
TRN03003,domain,node-3003-sync.example,Possible C2/phishing infrastructure domain
TRN03003,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN03003,malware,Dustrat,Named actor/malware associated with energy-sector targeting
TRN03004,ipv4,198.51.100.145,Possible C2 or scanning source/destination address
TRN03004,domain,node-3004-sync.example,Possible C2/phishing infrastructure domain
TRN03005,ipv4,198.51.100.146,Possible C2 or scanning source/destination address
TRN03005,domain,node-3005-sync.example,Possible C2/phishing infrastructure domain
TRN03007,ipv4,198.51.100.148,Possible C2 or scanning source/destination address
TRN03007,domain,node-3007-sync.example,Possible C2/phishing infrastructure domain
TRN03007,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN03008,ipv4,198.51.100.149,Possible C2 or scanning source/destination address
TRN03008,domain,node-3008-sync.example,Possible C2/phishing infrastructure domain
TRN03010,ipv4,198.51.100.151,Possible C2 or scanning source/destination address
TRN03010,domain,node-3010-sync.example,Possible C2/phishing infrastructure domain
TRN03013,ipv4,198.51.100.154,Possible C2 or scanning source/destination address
TRN03013,domain,node-3013-sync.example,Possible C2/phishing infrastructure domain
TRN03017,ipv4,198.51.100.158,Possible C2 or scanning source/destination address
TRN03017,domain,node-3017-sync.example,Possible C2/phishing infrastructure domain
TRN03017,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN03036,ipv4,198.51.100.177,Possible C2 or scanning source/destination address
TRN03036,domain,node-3036-sync.example,Possible C2/phishing infrastructure domain
TRN03036,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN03037,ipv4,198.51.100.178,Possible C2 or scanning source/destination address
TRN03037,domain,node-3037-sync.example,Possible C2/phishing infrastructure domain
TRN03037,malware,Dustrat,Named actor/malware associated with energy-sector targeting
TRN03040,ipv4,198.51.100.181,Possible C2 or scanning source/destination address
TRN03040,domain,node-3040-sync.example,Possible C2/phishing infrastructure domain
TRN03045,ipv4,198.51.100.186,Possible C2 or scanning source/destination address
TRN03045,domain,node-3045-sync.example,Possible C2/phishing infrastructure domain
TRN03049,ipv4,198.51.100.190,Possible C2 or scanning source/destination address
TRN03049,domain,node-3049-sync.example,Possible C2/phishing infrastructure domain
TRN03050,ipv4,198.51.100.191,Possible C2 or scanning source/destination address
TRN03050,domain,node-3050-sync.example,Possible C2/phishing infrastructure domain
TRN03053,ipv4,198.51.100.194,Possible C2 or scanning source/destination address
TRN03053,domain,node-3053-sync.example,Possible C2/phishing infrastructure domain
TRN03056,ipv4,198.51.100.197,Possible C2 or scanning source/destination address
TRN03056,domain,node-3056-sync.example,Possible C2/phishing infrastructure domain
TRN03059,ipv4,198.51.100.200,Possible C2 or scanning source/destination address
TRN03059,domain,node-3059-sync.example,Possible C2/phishing infrastructure domain
TRN03059,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN03061,ipv4,198.51.100.202,Possible C2 or scanning source/destination address
TRN03061,domain,node-3061-sync.example,Possible C2/phishing infrastructure domain
TRN03061,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN03066,ipv4,198.51.100.207,Possible C2 or scanning source/destination address
TRN03066,domain,node-3066-sync.example,Possible C2/phishing infrastructure domain
TRN03066,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN03068,ipv4,198.51.100.209,Possible C2 or scanning source/destination address
TRN03068,domain,node-3068-sync.example,Possible C2/phishing infrastructure domain
TRN03068,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN03077,ipv4,198.51.100.218,Possible C2 or scanning source/destination address
TRN03077,domain,node-3077-sync.example,Possible C2/phishing infrastructure domain
TRN03077,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN03078,ipv4,198.51.100.219,Possible C2 or scanning source/destination address
TRN03078,domain,node-3078-sync.example,Possible C2/phishing infrastructure domain
TRN03084,ipv4,198.51.100.5,Possible C2 or scanning source/destination address
TRN03084,domain,node-3084-sync.example,Possible C2/phishing infrastructure domain
TRN03086,ipv4,198.51.100.7,Possible C2 or scanning source/destination address
TRN03086,domain,node-3086-sync.example,Possible C2/phishing infrastructure domain
TRN03089,ipv4,198.51.100.10,Possible C2 or scanning source/destination address
TRN03089,domain,node-3089-sync.example,Possible C2/phishing infrastructure domain
TRN03089,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN03092,ipv4,198.51.100.13,Possible C2 or scanning source/destination address
TRN03092,domain,node-3092-sync.example,Possible C2/phishing infrastructure domain
TRN03093,ipv4,198.51.100.14,Possible C2 or scanning source/destination address
TRN03093,domain,node-3093-sync.example,Possible C2/phishing infrastructure domain
TRN03096,ipv4,198.51.100.17,Possible C2 or scanning source/destination address
TRN03096,domain,node-3096-sync.example,Possible C2/phishing infrastructure domain
TRN03096,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN03106,ipv4,198.51.100.27,Possible C2 or scanning source/destination address
TRN03106,domain,node-3106-sync.example,Possible C2/phishing infrastructure domain
TRN03107,ipv4,198.51.100.28,Possible C2 or scanning source/destination address
TRN03107,domain,node-3107-sync.example,Possible C2/phishing infrastructure domain
TRN03107,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN03108,ipv4,198.51.100.29,Possible C2 or scanning source/destination address
TRN03108,domain,node-3108-sync.example,Possible C2/phishing infrastructure domain
TRN03108,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN03109,ipv4,198.51.100.30,Possible C2 or scanning source/destination address
TRN03109,domain,node-3109-sync.example,Possible C2/phishing infrastructure domain
TRN03115,ipv4,198.51.100.36,Possible C2 or scanning source/destination address
TRN03115,domain,node-3115-sync.example,Possible C2/phishing infrastructure domain
TRN03122,ipv4,198.51.100.43,Possible C2 or scanning source/destination address
TRN03122,domain,node-3122-sync.example,Possible C2/phishing infrastructure domain
TRN03133,ipv4,198.51.100.54,Possible C2 or scanning source/destination address
TRN03133,domain,node-3133-sync.example,Possible C2/phishing infrastructure domain
TRN03139,ipv4,198.51.100.60,Possible C2 or scanning source/destination address
TRN03139,domain,node-3139-sync.example,Possible C2/phishing infrastructure domain
TRN03139,malware,Dustrat,Named actor/malware associated with energy-sector targeting
TRN03140,ipv4,198.51.100.61,Possible C2 or scanning source/destination address
TRN03140,domain,node-3140-sync.example,Possible C2/phishing infrastructure domain
TRN03142,ipv4,198.51.100.63,Possible C2 or scanning source/destination address
TRN03142,domain,node-3142-sync.example,Possible C2/phishing infrastructure domain
TRN03143,ipv4,198.51.100.64,Possible C2 or scanning source/destination address
TRN03143,domain,node-3143-sync.example,Possible C2/phishing infrastructure domain
TRN03143,malware,Dustrat,Named actor/malware associated with energy-sector targeting
TRN03153,ipv4,198.51.100.74,Possible C2 or scanning source/destination address
TRN03153,domain,node-3153-sync.example,Possible C2/phishing infrastructure domain
TRN03153,malware,Dustrat,Named actor/malware associated with energy-sector targeting
TRN03154,ipv4,198.51.100.75,Possible C2 or scanning source/destination address
TRN03154,domain,node-3154-sync.example,Possible C2/phishing infrastructure domain
TRN03154,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN03158,ipv4,198.51.100.79,Possible C2 or scanning source/destination address
TRN03158,domain,node-3158-sync.example,Possible C2/phishing infrastructure domain
TRN03159,ipv4,198.51.100.80,Possible C2 or scanning source/destination address
TRN03159,domain,node-3159-sync.example,Possible C2/phishing infrastructure domain
TRN03160,ipv4,198.51.100.81,Possible C2 or scanning source/destination address
TRN03160,domain,node-3160-sync.example,Possible C2/phishing infrastructure domain
TRN03163,ipv4,198.51.100.84,Possible C2 or scanning source/destination address
TRN03163,domain,node-3163-sync.example,Possible C2/phishing infrastructure domain
TRN03163,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
RPT9001,ipv4,203.0.113.77,Possible C2 or scanning source/destination address
RPT9001,domain,maintenance-check.example,Possible C2/phishing infrastructure domain
RPT9001,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
RPT9002,ipv4,198.51.100.44,Possible C2 or scanning source/destination address
RPT9002,domain,desert-sync.example,Possible C2/phishing infrastructure domain
RPT9002,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
RPT9002,threat_actor,Desert-Sync,Named actor/malware associated with energy-sector targeting
RPT9004,sha256,8e50b5f71c8efa22abe51646264f41367451d4acc42134c8c2b787c3190bc393,Possible malware/file hash for endpoint matching
RPT9004,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
RPT9004,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
RPT9005,domain,maintenance-check.example,Possible C2/phishing infrastructure domain
